PersonName,Country,Discipline
SCHWARZ Viktoria,Austria,Canoe Sprint
SCHWEINER David,Czech Republic,Beach Volleyball
SCHWEIZER Karissa,United States of America,Athletics
SCHWEIZER Lisa Marie,Germany,Weightlifting
SCHWENDINGER Raphael,Liechtenstein,Judo
SCHWINGENSCHLOGL Fabian,Germany,Swimming
SCICLUNA Carla,Malta,Athletics
SCLABAS Delia,Switzerland,Athletics
SCLATER Ryan Joseph,Canada,Volleyball
SCOLA Luis,Argentina,Basketball
SCOTCH Leungo,Botswana,Athletics
SCOTT Desiree,Canada,Football
SCOTT Dominique,South Africa,Athletics
SCOTT Donald,United States of America,Athletics
SCOTT Duncan,Great Britain,Swimming
SCOTT Giles,Great Britain,Sailing
SCOTT Hannah,Great Britain,Rowing
SCOTT Jill,Great Britain,Football
SCOTT Marc,Great Britain,Athletics
SCOTT Thomas,United States of America,Karate
SCOTT Victoria,South Africa,Equestrian
SCOTTI Edoardo,Italy,Athletics
SCULLION Stephen,Ireland,Athletics
SCVORTOV Victor,United Arab Emirates,Judo
SEARLE Jamie,New Zealand,Football
SEAWARD Kevin,Ireland,Athletics
SEBASTIAN Julia,Argentina,Swimming
SEBESI Lili,France,Sailing
SEBIC Milenko,Serbia,Shooting
SECCAFIEN Andrea,Canada,Athletics
SECHSER Michelle,United States of America,Rowing
SEDAGHAT Mahyar,Islamic Republic of Iran,Shooting
SEDDON Zak,Great Britain,Athletics
SEDIQI Abdullah,Refugee Olympic Team,Taekwondo
SEDJATI Djamel,Algeria,Athletics
SEDNEY Naomi,Netherlands,Athletics
SEDNEY Zoe,Netherlands,Athletics
SEDOYKINA Anna,ROC,Handball
SEEBOHM Emily,Australia,Swimming
SEELIGER Bjoern,Sweden,Swimming
SEEMA Seema,India,Wrestling
SEEMANOVA Barbora,Czech Republic,Swimming
SEERANE Celia Beatrice,South Africa,Hockey
SEESONDEE Sudaporn,Thailand,Boxing
SEFER Antonio,Romania,Football
SEFL Jan,Czech Republic,Swimming
SEGAWA Kazumasa,Japan,Sailing
SEGEL Janja,Slovenia,Swimming
SEGER Caroline,Sweden,Football
SEGUEL Clemente,Chile,Sailing
SEHNAL Ondrej,Czech Republic,Basketball
SEIDEL Marvin,Germany,Badminton
SEIDEL Molly,United States of America,Athletics
SEIDEMANN Melissa,United States of America,Water Polo
SEIDL Sebastian,Germany,Judo
SEIDLER Phillip,Namibia,Marathon Swimming
SEIFERT Bernhard,Germany,Athletics
SEILER Nathaniel,Germany,Athletics
SEINEN Cheryl,Netherlands,Badminton
SEITZ Elisabeth,Germany,Artistic Gymnastics
SEJANES Fabian,Argentina,Equestrian
SEKAR Dhanalakshmi,India,Athletics
SEKITA Masahiro,Japan,Volleyball
SEKO Ayumu,Japan,Football
SELIM Malak,Egypt,Rhythmic Gymnastics
SELISHKA Miglena Georgieva,Bulgaria,Wrestling
SELMAN Manuel,Chile,Surfing
SELMON Kenneth,United States of America,Athletics
SELVON Kai,Trinidad and Tobago,Athletics
SEMBER Cindy,Great Britain,Athletics
SEMBERG Abishag,Israel,Taekwondo
SEMCIUC Mugurel Vasile,Romania,Rowing
SEMENIUK Kamil,Poland,Volleyball
SEMENOV Konstantin,ROC,Beach Volleyball
SEMENOV Sergei,ROC,Wrestling
SEMENOVA Nataliya,Ukraine,Athletics
SEMERARO Silvia,Italy,Karate
SEMIANOVA Daria,ROC,Shooting
SEMYONOVA Darya,Turkmenistan,Swimming
SEN Anna,ROC,Handball
SENE Alioune,France,Athletics
SENGA Koudai,Japan,Baseball/Softball
SENIYASI Tokasa,Fiji,Rugby Sevens
SENODUNCU Sahin,Turkey,Athletics
SENOGLU Tugba,Turkey,Volleyball
SEO Chaehyun,Republic of Korea,Sport Climbing
SEO Jiyeon,Republic of Korea,Fencing
SEO Seungjae,Republic of Korea,Badminton
SEOL Youngwoo,Republic of Korea,Football
SEPULVEDA Eduardo,Argentina,Cycling Road
SERBIN Oleh,Ukraine,Diving
SEREDA Oleksii,Ukraine,Diving
SEREDINA Kristina,ROC,Rugby Sevens
SERGEEV Aleksandr,ROC,Canoe Sprint
SERGEYEVA Natalya,Kazakhstan,Canoe Sprint
SERIKZHANOV Yerlan,Kazakhstan,Judo
SERKSNIENE Agne,Lithuania,Athletics
SEROGINA Anita,Ukraine,Karate
SERU Jose,Japan,Rugby Sevens
SERZHANTOVA Alena,ROC,Water Polo
SETIAWAN Hendra,Indonesia,Badminton
SETIN SARTORI Murilo,Brazil,Swimming
SETO Daiya,Japan,Swimming
SEUTLOALI Khoarahlane,Lesotho,Athletics
SEVENICH Vivian,Netherlands,Water Polo
SEVICK Jessica,Canada,Rowing
SEVILLE Oblique,Jamaica,Athletics
SEYDOU LANCINA Alassane,Niger,Swimming
SEYI NTSENGUE Dieudonne Wilfred,Cameroon,Boxing
SEYMOUR Pedrya,Bahamas,Athletics
SEYNI Aminatou,Niger,Athletics
SGHAIER Zaineb,Tunisia,Wrestling
SHABAN Alzahraa,Egypt,Shooting
SHABANAU Ali,Belarus,Wrestling
SHACKLEY Anna,Great Britain,Cycling Road
SHADALOV Hamsat,Germany,Boxing
SHADOFF Jodi,Great Britain,Golf
SHAH Alexander,Nepal,Swimming
SHAH Shah Hussain,Pakistan,Judo
SHAHBAKHSH Daniyal,Islamic Republic of Iran,Boxing
SHAHEEN Nigara,Refugee Olympic Team,Judo
SHAHZAD Mahoor,Pakistan,Badminton
MUKHTAR Ali,Saudi Arabia,Football
SHALA Egzon,Kosovo,Wrestling
SHAMILOV Yakub,ROC,Judo
SHAN Xiaona,Germany,Table Tennis
SHANA Md Ruman,Bangladesh,Archery
SHANAHAN Louise,Ireland,Athletics
SHANER William,United States of America,Shooting
SHANGE Lebogang,South Africa,Athletics
SHANNON Olivia,New Zealand,Hockey
SHANNY Itay,Israel,Archery
SHAO Jieni,Portugal,Table Tennis
SHAO Ting,People's Republic of China,Basketball
SHAO Yaqi,People's Republic of China,Fencing
SHAPIEV Javrail,Uzbekistan,Wrestling
SHAPIRA Omer,Israel,Cycling Road
SHARAF Jayda,Egypt,Artistic Swimming
SHARAF Zeina,Egypt,Artistic Gymnastics
SHARAKOVA Tatsiana,Belarus,Cycling Track
SHARIFI Morteza,Islamic Republic of Iran,Volleyball
SHARIFOV Sharif,Azerbaijan,Wrestling
SHARIR Gili,Israel,Judo
SHARMA Nilakanta,India,Hockey
SHAROV Stanislav,ROC,3x3 Basketball
SHARP Alena,Canada,Golf
SHARP Lachlan Thomas,Australia,Hockey
SHARPE Matthew,Canada,Triathlon
SHARRAH Corben,United States of America,Cycling BMX Racing
SHARSHENBEKOV Zholaman,Kyrgyzstan,Wrestling
SHATILOV Alexander,Israel,Artistic Gymnastics
SHATIRISHVILI Sopo,Georgia,Athletics
SHAVDATUASHVILI Lasha,Georgia,Judo
SHCHERBATSEVICH Yury,Belarus,Shooting
SHEA Maggie,United States of America,Sailing
SHEBIB Mohamed,Egypt,Handball
SHEEHAN Miriam,Puerto Rico,Swimming
SHEIKHALIZADEHKHANGHAH Mariam,Azerbaijan,Swimming
SHEIKO Georgiy,Kazakhstan,Athletics
SHEK Wai Hung,"Hong Kong, China",Artistic Gymnastics
SHEMBEREV Maksym,Azerbaijan,Swimming
SHEN Yineng,People's Republic of China,Water Polo
SHENG Lihao,People's Republic of China,Shooting
SHEPHERD Caleb,New Zealand,Rowing
SHERAZADISHVILI Nikoloz,Spain,Judo
SHERIDAN Kailen,Canada,Football
SHERIF Maiar,Egypt,Tennis
SHERIF Seif,Egypt,Trampoline Gymnastics
SHERMETOVA Kristina,Turkmenistan,Weightlifting
SHESTAKOVA Daria,ROC,Rugby Sevens
SHETTY Chirag,India,Badminton
SHEVCHUK Hanna,Ukraine,Athletics
SHEVELEVA Svetlana,ROC,Fencing
SHEVTSOV Serhii,Ukraine,Swimming
SHI Gaofeng,People's Republic of China,Fencing
SHI Liying,People's Republic of China,Athletics
SHI Mengyao,People's Republic of China,Shooting
SHI Tingmao,People's Republic of China,Diving
SHI Yu Qi,People's Republic of China,Badminton
SHI Zhiyong,People's Republic of China,Weightlifting
SHIBAHARA Ena,Japan,Tennis
SHIDA Leni,Uganda,Athletics
SHIELDS Nicole,New Zealand,Cycling Track
SHIELDS Tom,United States of America,Swimming
SHIGA Mitsuaki,Japan,Water Polo
SHIKINE Takahiro,Japan,Fencing
SHIM Jungsub,Republic of Korea,Athletics
SHIMAMURA Haruyo,Japan,Volleyball
SHIMAMURA Tomohiro,Japan,Fencing
SHIMAZU Rena,Japan,Modern Pentathlon
SHIMIZU Kiyou,Japan,Karate
SHIMIZU Kunihiro,Japan,Volleyball
SHIMIZU Mayu,Japan,Rugby Sevens
SHIMIZU Risa,Japan,Football
SHIMIZU Yusuke,Japan,Water Polo
SHIN Jeahwan,Republic of Korea,Artistic Gymnastics
SHIN Jihyun,Republic of Korea,Basketball
SHIN Seungchan,Republic of Korea,Badminton
SHIN Yubin,Republic of Korea,Table Tennis
SHINOZAKI Mio,Japan,3x3 Basketball
SHIOJIRI Kazuya,Japan,Athletics
SHIOKOSHI Yuzuho,Japan,Football
SHIOTA Sayo,Japan,Handball
SHIOYA Minami,Japan,Water Polo
SHIPPERLEY Rupert Scott,Great Britain,Hockey
SHIRAI Sora,Japan,Skateboarding
SHIRAKO Miyu,Japan,Rugby Sevens
SHIRATORI Katsuhiro,Japan,Beach Volleyball
SHIROYAMA Shoutarou,Japan,Athletics
SHISHKINA Alla,ROC,Artistic Swimming
SHKATOVA Angelina,ROC,Rhythmic Gymnastics
SHKURDAI Anastasiya,Belarus,Swimming
SHKURENYOV Ilya,ROC,Athletics
SHLEIKHER Nikita,ROC,Diving
SHMAILOV Baruch,Israel,Judo
SHMELEVA Daria,ROC,Cycling Track
SHMIDER Alexey,Kazakhstan,Water Polo
SHOJI Erik,United States of America,Volleyball
SHOMURADOVA Nilufar,Uzbekistan,Rhythmic Gymnastics
SHORTEN Rebecca,Great Britain,Rowing
SHORTMAN Kate,Great Britain,Artistic Swimming
SHOSTAK Aliaksei,United States of America,Trampoline Gymnastics
SHRIEVER Bethany,Great Britain,Cycling BMX Racing
SHUBENKOV Sergey,ROC,Athletics
SHUEB Wael,Refugee Olympic Team,Karate
SHUEY Michael,United States of America,Athletics
SHUMIK Viktor,Ukraine,Athletics
SHUROCHKINA Maria,ROC,Artistic Swimming
SHUVALOVA Maria,ROC,Equestrian
SHVEDOV Stanislav,Kazakhstan,Water Polo
SHVEDOVA Yaroslava,Kazakhstan,Tennis
SHYMANOVICH Ilya,Belarus,Swimming
SHYNKARENKO Alina,Ukraine,Artistic Swimming
SIAME Sydney,Zambia,Athletics
SIAMFUKO Esther,Zambia,Football
SIBILIO Alessandro,Italy,Athletics
SICHENIKOVA Lidiia,Ukraine,Archery
SID AZARA Bachir,Algeria,Wrestling
SIDAKOV Zaurbek,ROC,Wrestling
SIDDIQUE Diya,Bangladesh,Archery
SIDISKIS Arnas,Lithuania,Weightlifting
SIDLAUSKAS Andrius,Lithuania,Swimming
SIDOROVA Anzhelika,ROC,Athletics
SIEGEMUND Laura,Germany,Tennis
SIEGENTHALER Maja,Switzerland,Sailing
SIEGL Lea,Austria,Equestrian
SIERRA CANADILLA Arlenis,Cuba,Cycling Road
SIGNAL Megan Ann,New Zealand,Weightlifting
SIGURGEIRSSON Asgeir,Iceland,Shooting
SIKLOSI Gergely,Hungary,Fencing
SILADI Caba,Serbia,Swimming
SILENO Megan,South Africa,Water Polo
SILKINA Volha,Belarus,Modern Pentathlon
SILVA Beatriz,Brazil,Rhythmic Gymnastics
SILVA Bianca,Brazil,Rugby Sevens
SILVA CARNEIRO Macris Fernanda,Brazil,Volleyball
SILVA Emanuel,Portugal,Canoe Sprint
SILVA Fabiana,Brazil,Badminton
SILVA Joao Pedro,Brazil,Handball
SILVA Joao,Portugal,Triathlon
SILVA MARINHO Tiffani,Brazil,Athletics
SILVA MORALES Ivan Felipe,Cuba,Judo
SILVA RAMOS Ana Patricia,Brazil,Beach Volleyball
SILVA Rafael,Brazil,Judo
SILVA Rebecca,Brazil,Beach Volleyball
SILVA Rui,Portugal,Handball
SILVA Yarisley,Cuba,Athletics
SILVESTRO Evelyn Maricel,Argentina,Rowing
SIM Haein,Republic of Korea,Handball
SIM Jaeyoung,Republic of Korea,Taekwondo
SIM Stuart,Australia,Rowing
SIM Welson,Malaysia,Swimming
SIMANEK Jiri,Czech Republic,Rowing
SIMANOVICH Anastasia,ROC,Water Polo
SIMBINE Akani,South Africa,Athletics
SIME Abrham,Ethiopia,Athletics
SIMIC Ana,Croatia,Athletics
SIMIONESCU Vladut,Romania,Judo
SIMMERLING Georgia,Canada,Cycling Track
SIMMERMACHER Magdalena Maria,Argentina,Golf
SIMMONDS Joshua,Australia,Hockey
SIMON Gilles,France,Tennis
SIMON Kyah,Australia,Football
SIMON Unai,Spain,Football
SIMONEAU Jacqueline,Canada,Artistic Swimming
SIMONET Diego Esteban,Argentina,Handball
SIMONET Pablo Ariel,Argentina,Handball
SIMONET Sebastian Alejandro,Argentina,Handball
SIMOTWO Charles Cheboi,Kenya,Athletics
SIMWAKA Asimenye,Malawi,Athletics
SINANCEVIC Armin,Serbia,Athletics
SINCLAIR Christine,Canada,Football
SINDEN Bradly,Great Britain,Taekwondo
SINGH Arvind,India,Rowing
SINGH Gaurika,Nepal,Swimming
SINGH Gurjant,India,Hockey
SINGH Gurpreet,India,Athletics
SINGH Hardik,India,Hockey
SINGH Harmanpreet,India,Hockey
SINGH Luther,South Africa,Football
SINGH Mandeep,India,Hockey
SINGH Manpreet,India,Hockey
SINGH Rupinder Pal,India,Hockey
SINGH Shamsher,India,Hockey
SINGH Shivpal,India,Athletics
SINGH Simranjeet,India,Hockey
SINGO Wilfried,Côte d'Ivoire,Football
SINIAKOVA Katerina,Czech Republic,Tennis
SINKOVIC Martin,Croatia,Rowing
SINKOVIC Valent,Croatia,Rowing
SINTEAN Andrei,Romania,Football
SINTSOV Anton,ROC,Cycling Mountain Bike
SIRAGUSA Irene,Italy,Athletics
SIRINA Jakub,Czech Republic,Basketball
SIRUCEK Pavel,Czech Republic,Table Tennis
SISKEVICIUS Evaldas,Lithuania,Cycling Road
SISSOKO Fode,Mali,Athletics
SISSON Emily,United States of America,Athletics
SITHISANE Soukphaxay,Lao People's Democratic Republic,Judo
SITKOVSKIY Oleksandr,Ukraine,Athletics
SIVAKOV Pavel,ROC,Cycling Road
SIX Christopher,France,Equestrian
SJOESTROEM Sarah,Sweden,Swimming
SKACHKOV Kirill,ROC,Table Tennis
SKACHOVA Monika,Slovakia,Canoe Slalom
SKIERKA Jakub,Poland,Swimming
SKINNER Mykayla,United States of America,Artistic Gymnastics
SKOGRAND Stine,Norway,Handball
SKORIC Maja,Serbia,Basketball
SKOROBOGATCHENKO Antonina,ROC,Handball
SKOUMPAKIS Dimitrios,Greece,Water Polo
SKRYPAK Olga,Ukraine,Athletics
SKRZYSZOWSKA Pia,Poland,Athletics
SKUJINS Toms,Latvia,Cycling Road
SKUPSKI Neal,Great Britain,Tennis
SKVARTSOVA Viyaleta,Belarus,Athletics
SKYDAN Hanna,Azerbaijan,Athletics
SLADKOV Nicole,United States of America,Rhythmic Gymnastics
SLAGTER Arvin,Netherlands,3x3 Basketball
SLEEKING Brigitte,Netherlands,Water Polo
SLIWKA Aleksander,Poland,Volleyball
SLOAN Ian Martin,Great Britain,Hockey
SLOUF Radek,Czech Republic,Canoe Sprint
SLUKOVA Marketa,Czech Republic,Beach Volleyball
SLUTSKAYA Maryna,Belarus,Judo
SMAGULOV Zhansay,Kazakhstan,Judo
SMAILI Mostafa,Morocco,Athletics
SMAJLAJ Izmir,Albania,Athletics
SMEDLEY Cameron,Canada,Canoe Slalom
SMEETS Martine,Netherlands,Handball
SMELLIE Gavin,Canada,Athletics
SMETOV Yeldos,Kazakhstan,Judo
SMETS Fanny,Belgium,Athletics
SMIAHLIKAU Uladzislau,Belarus,Boxing
SMIDT Nick,Netherlands,Athletics
SMIKLE Traves,Jamaica,Athletics
SMIRNOVA Kseniia,ROC,Volleyball
SMIRNOVA Yekaterina,Kazakhstan,Canoe Slalom
SMITH Austin Charles,South Africa,Hockey
SMITH Austen Jewell,United States of America,Shooting
SMITH Alana,United States of America,Skateboarding
SMITH Alanna,Australia,Basketball
SMITH Anabelle,Australia,Diving
SMITH Brendon,Australia,Swimming
SMITH Cameron,Australia,Golf
SMITH David,United States of America,Volleyball
SMITH Gabrielle,Canada,Rowing
SMITH Haley,Canada,Cycling Mountain Bike
SMITH Hannah,Great Britain,Rugby Sevens
SMITH Holly,Great Britain,Equestrian
SMITH Jesse,United States of America,Water Polo
SMITH John,South Africa,Rowing
SMITH Kelsey,New Zealand,Hockey
SMITH Kieran,United States of America,Swimming
SMITH Kierra,Canada,Swimming
SMITH Lauren,Great Britain,Badminton
SMITH Penny,Australia,Shooting
SMITH Rebecca,Canada,Swimming
SMITH Regan,United States of America,Swimming
SMITH Samantha,Canada,Trampoline Gymnastics
SMITH Tamra,United States of America,Equestrian
SMITH Zoe,Great Britain,Weightlifting
SMITS Inger,Netherlands,Handball
SMITS Joelle,Netherlands,Football
SMOLDERS Harrie,Netherlands,Equestrian
SMOLEN Michal,United States of America,Canoe Slalom
SMOLIGA Olivia,United States of America,Swimming
SMOLONSKIS Ruslans,Latvia,Athletics
SMORGUNER Ilja,Germany,Karate
SMULDERS Merel,Netherlands,Cycling BMX Racing
SMYTHE John Barrie,Canada,Hockey
SNELDER Danick,Netherlands,Handball
SNOW-HANSEN Paul,New Zealand,Sailing
SNOWDEN Katie,Great Britain,Athletics
SNYDER Kyle Frederick,United States of America,Wrestling
SNYMAN Wayne,South Africa,Athletics
SOARES Diogo,Brazil,Artistic Gymnastics
SOARES Nubia,Brazil,Athletics
SOBCHUK Olena,Ukraine,Athletics
SOBERA Robert,Poland,Athletics
SOBERS Alex,Barbados,Swimming
SOBEY Nathan,Australia,Basketball
SOBHI Ramadan,Egypt,Football
SOBHY Mohamed,Egypt,Football
SOBHY Tia,Egypt,Rhythmic Gymnastics
SOBOL Kristina Ivanovna,ROC,Weightlifting
SOBOLEVA Evgeniya,ROC,Water Polo
SOEJIMA Kameli Raravou,Japan,Rugby Sevens
SOGHOMONYAN Eduard,Brazil,Wrestling
SOGHOMONYAN Koryun,Armenia,Boxing
SOH Wooi Yik,Malaysia,Badminton
SOHI Gurpreet,Canada,Water Polo
SOLBAKKEN Erik Andre,Norway,Rowing
SOLBERG ISAKSEN Sanna,Norway,Handball
SOLBERG Silje,Norway,Handball
SOLE SALA Ferran,Spain,Handball
SOLE Sebastian,Argentina,Volleyball
SOLER Carlos,Spain,Football
SOLIKOVITI Vasiti,Fiji,Rugby Sevens
SOLIS Jhon Alexander,Colombia,Athletics
SOLIS Roman,Mexico,Baseball/Softball
SOLJA Petrissa,Germany,Table Tennis
SOLOMON Kokob Tesfagaber,Eritrea,Athletics
SOLOMON Luna,Refugee Olympic Team,Shooting
SOLOMON Steven,Australia,Athletics
SOLORZANO Yamileth,El Salvador,Boxing
SOLUIANOVA Svetlana,ROC,Boxing
SOMERVILLE Gronya,Australia,Badminton
SOMERVILLE Karri,Australia,Hockey
SOMEYA Mayumi,Japan,Karate
SON Igor,Kazakhstan,Weightlifting
SONAM Sonam,India,Wrestling
SONE Akira,Japan,Judo
SONEGO Lorenzo,Italy,Tennis
SONG Bumkeun,Republic of Korea,Football
SONG Jong-Ho,Republic of Korea,Shooting
SONG Jaeho,Republic of Korea,Fencing
SONG Jiayuan,People's Republic of China,Athletics
SONG Minkyu,Republic of Korea,Football
SONG Sera,Republic of Korea,Fencing
SONG Yiling,People's Republic of China,Sport Climbing
SONNETT Emily,United States of America,Football
SONNTAG Julia,Germany,Hockey
SONODA Keigo,Japan,Badminton
SOO Wai Yam Minnie,"Hong Kong, China",Table Tennis
SORM Patrik,Czech Republic,Athletics
SOROKINA Darya,Azerbaijan,Rhythmic Gymnastics
SORONZONBOLD Battsetseg,Mongolia,Wrestling
SORRENTINO Giordana,Italy,Boxing
SORRIBES TORMO Sara,Spain,Tennis
SORSBY Thomas,Great Britain,Hockey
SORUM Christian Sandlie,Norway,Beach Volleyball
SOTERO Alice,Italy,Modern Pentathlon
SOTO ABRIL Ana Waleska,Guatemala,Shooting
SOTO CAMPOS Catalina Anais,Chile,Cycling Road
SOTO Manuel Esteban,Colombia,Athletics
SOTOMAYOR COLLAZO Lorenzo,Azerbaijan,Boxing
SOTOMAYOR Nikte Alejandra,Guatemala,Badminton
SOTTILE Stefano,Italy,Athletics
SOUDI Mathis,Morocco,Canoe Slalom
SOULEIMAN Ayanleh,Djibouti,Athletics
SOUSA Catarina,Angola,Swimming
SOUSA Graziele,Brazil,Boxing
SOUSA Hebert,Brazil,Boxing
SOUSA Helena,Angola,Handball
SOUSA Pedro,Portugal,Tennis
SOUTA Vagner Junior,Brazil,Canoe Sprint
SOUTTAR Harry,Australia,Football
SOUWER Anna Sarah Sophie,Netherlands,Rowing
SOUZA ALFANO MOURA Thiago Julio,Brazil,Athletics
SOUZA Alan,Brazil,Volleyball
SOUZA Caio,Brazil,Artistic Gymnastics
SOUZA FILHO Isaac,Brazil,Diving
SOUZA Ricardo Lucarelli,Brazil,Volleyball
SOYIZWAPI Siviwe,South Africa,Rugby Sevens
SOZONOV Ivan,ROC,Badminton
SOZONOVA Nadezhda,ROC,Rugby Sevens
SOZYKIN Pavel,ROC,Sailing
SPAIC Vladan,Montenegro,Water Polo
SPAJARI Pedro,Brazil,Swimming
SPANAKI Ariadne Paraskevi,Greece,Sailing
SPANOUDAKI-CHATZIRIGA Rafalia,Greece,Athletics
SPANOVIC Ivana,Serbia,Athletics
SPAULDING Delaney,United States of America,Baseball/Softball
SPENCER Levern,Saint Lucia,Athletics
SPENDOLINI SIRIEIX Andrea,Great Britain,Diving
SPESIVTSEV Maxim,ROC,Canoe Sprint
SPIES Jean,South Africa,Cycling Track
SPILKOVA Klara,Czech Republic,Golf
SPIRIG Nicola,Switzerland,Triathlon
SPISAK Pawel,Poland,Equestrian
SPISSU Marco,Italy,Basketball
SPONCIL Sarah,United States of America,Beach Volleyball
SPOONER Nicholas Balfour,South Africa,Hockey
SPOORS Lucy,New Zealand,Rowing
SPOTAKOVA Barbora,Czech Republic,Athletics
SPOTAKOVA Jana,Slovakia,Shooting
SPRATT Amanda,Australia,Cycling Road
SPRINGSTEEN Jessica,United States of America,Equestrian
SPRUNGER Lea,Switzerland,Athletics
SPYCHAKOV Katy,Israel,Sailing
SQUIRES Tom,Great Britain,Sailing
SRBIC Tin,Croatia,Artistic Gymnastics
SRESTHAPORN Savate,Thailand,Shooting
SRISA - ARD Jenjira,Thailand,Swimming
SSEMUJJU Kavuma David,Uganda,Boxing
ST. FORT Khalifa,Trinidad and Tobago,Athletics
ST. HILLAIRE Dwight,Trinidad and Tobago,Athletics
STACCHIOTTI Raphael,Luxembourg,Swimming
STACH Aleksandra,Poland,Canoe Slalom
STACH Anton,Germany,Football
STADLER Alexander,Germany,Hockey
STADNIK Mariya,Azerbaijan,Wrestling
STAEBLER Frank,Germany,Wrestling
STAEHLI Julie-Anne,Canada,Athletics
STAFFORD Lucia,Canada,Athletics
STAHL Daniel,Sweden,Athletics
STAHL Mitchell,United States of America,Volleyball
STAIB Constantin,Germany,Hockey
STAIRMAND Billy,New Zealand,Surfing
STALHEIM Jesper,Sweden,Sailing
STAM Katja,Netherlands,Beach Volleyball
STAMBAUGH Victoria,Puerto Rico,Taekwondo
STAMENIC Marko,New Zealand,Football
STAMENOVA Staniliya,Bulgaria,Canoe Sprint
STANCIL Felicia,United States of America,Cycling BMX Racing
STANCIU Daniela,Romania,Athletics
STANCO Silvana,Italy,Shooting
STANEK Tomas,Czech Republic,Athletics
STANGAR Marusa,Slovenia,Judo
STANGER George,New Zealand,Football
STANISCLAUS Ayla,Trinidad and Tobago,Athletics
STANISZEWSKI Daniel,Poland,Cycling Track
STANKIEWICZ Aneta,Poland,Shooting
STANKIEWICZ Theodore,Mexico,Baseball/Softball
STANKOVIC Dragana,Serbia,Basketball
STANLEY Matie,Tuvalu,Athletics
STANO Massimo,Italy,Athletics
STANWAY Georgia,Great Britain,Football
STAPENHORST Charlotte,Germany,Hockey
STARC Brandon,Australia,Athletics
STARIKOVA Olena,Ukraine,Cycling Track
STARLING Bubba,United States of America,Baseball/Softball
STARTSEVA Evgeniya,ROC,Volleyball
STASIAK Sebastian,Poland,Modern Pentathlon
STATEFF Delian,Italy,Triathlon
STECCHI Claudio Michel,Italy,Athletics
STEEN Jordan,Canada,Wrestling
STEENBERGEN Marrit,Netherlands,Swimming
STEENHUIS Guusje,Netherlands,Judo
STEFAN Florin,Romania,Football
STEFANI Luisa,Brazil,Tennis
STEFANIDI Katerina,Greece,Athletics
STEFANOVIC Milutin,Serbia,Shooting
STEFANOVIC Strahinja,Serbia,Canoe Sprint
STEFANOWICZ JR John Walter,United States of America,Wrestling
STEFFEN Benjamin,Switzerland,Fencing
STEFFENS Margaret,United States of America,Water Polo
STEINACKER Marike,Germany,Athletics
STEINER Sylvia,Austria,Shooting
STEINHAUSER Verena,Italy,Triathlon
STEINRUCK Katharina,Germany,Athletics
STENBERG Anita Yvonne,Norway,Cycling Track
STENE Jenny,Norway,Shooting
STENSILS Linnea,Sweden,Canoe Sprint
STENSNESS Gianni,New Zealand,Football
STEPANOVA Kira,ROC,Canoe Sprint
STEPANOVA Vasilisa,ROC,Rowing
STEPHAN Lucy,Australia,Rowing
STEPHENS Jagger,Guam,Swimming
STEPHENS Laura,Great Britain,Swimming
STEPTO Tarni,Australia,Baseball/Softball
STERCKX Nina,Belgium,Weightlifting
STERKENBURG Erin,South Africa,Sport Climbing
STERPU Victor,Republic of Moldova,Judo
STEVAUX CARNAVAL Priscilla Andreia,Brazil,Cycling BMX Racing
STEVENS Dani,Australia,Athletics
STEVENS Robyn,United States of America,Athletics
STEVENSON Ben,United States of America,Water Polo
STEWART Ava,Canada,Artistic Gymnastics
STEWART Breanna,United States of America,Basketball
STEWART Campbell,New Zealand,Cycling Track
STEWART Donn,South Africa,Water Polo
STEWART Grace,Australia,Hockey
STEWART Kelsey,United States of America,Baseball/Softball
STEWART Murray,Australia,Canoe Sprint
STEWART Reba,Australia,Taekwondo
STEWART Trevor,United States of America,Athletics
STEWARTOVA Moira,Czech Republic,Athletics
STEYN Gerda,South Africa,Athletics
STIGGER Laura,Austria,Cycling Mountain Bike
STINSON Jada Shanice,Puerto Rico,Basketball
STIPANOVIC Tonci,Croatia,Sailing
STJEPANOVIC Velimir,Serbia,Swimming
STOCK MENSAH Tamyra Marianna,United States of America,Wrestling
STOENESCU Ancuta,Romania,3x3 Basketball
STOEPHASIUS Lilly,Germany,Skateboarding
STOEVA Gabriela,Bulgaria,Badminton
STOJ Bartlomiej,Poland,Athletics
STOJANOVIC Nina,Serbia,Tennis
STOJOSKI Jovan,North Macedonia,Athletics
STOKES Demi,Great Britain,Football
STOKOWSKI Kacper,Poland,Swimming
STOLL Theresa,Germany,Judo
STOMPHORST Nomi,Netherlands,Water Polo
STONE Anne-Elizabeth,United States of America,Fencing
STONE Gavin,Canada,Rowing
STONE Genevra,United States of America,Rowing
STONE Ross,South Africa,Water Polo
STORNES Casper,Norway,Triathlon
STOSUR Samantha,Australia,Tennis
STOYANOVSKIY Oleg,ROC,Beach Volleyball
STRACHAN Anthonique,Bahamas,Athletics
STRAHL Martina,Switzerland,Athletics
STRAKA Sepp,Austria,Golf
STRANDLI Are Weierholt,Norway,Rowing
STRANSKY Mara,Australia,Sailing
STRAUCH Jenna,Australia,Swimming
STREBKOVA Nataliya,Ukraine,Athletics
STREETS Kaito,Japan,Fencing
STREMPFL Martin,Austria,Shooting
STRENIUS Patricia Caroline,Sweden,Weightlifting
